id,nume,lat,lng
5888,Ponor,45.5085694,23.1252731
5889,Rau Barbat,45.486086,23.0909306
5890,Rusor,45.5276472,23.0269506
5891,Serel,45.4823833,23.0470979
5892,Uric,45.4633842,23.0838726
5893,Rapoltu Mare,45.8664253,23.0728772
5894,Bobalna,45.8729795,23.1243539
5895,Boiu,45.8987515,23.1459087
5896,Folt,45.8759212,23.1574859
5897,Rapoltel,45.8811395,23.059618
5898,Rachitova,45.6061024,22.7464483
5899,Boita,45.6150177,22.810578
5900,Ciula Mare,45.5940671,22.8156165
5901,Ciula Mica,45.6001367,22.7867338
5902,Gotesti,45.611044,22.672336
5903,Mesteacan (Rachitova),45.6347472,22.7402732
5904,Valioara,45.6162553,22.7898951
5905,Rau de Mori,45.3225047,22.781076
5906,Brazi,45.4877079,22.8401851
5907,Clopotiva,45.495606,22.8232849
5908,Ohaba-Sibisel,45.4944313,22.9024222
5909,Ostrov,45.5278993,22.846715
5910,Ostrovel,45.5059443,22.8522552
5911,Ostrovu Mic,45.5156506,22.8429941
5912,Sibisel (Rau de Mori),45.5069904,22.9017133
5913,Suseni,45.4868626,22.8677427
5914,Unciuc,45.5438556,22.8799909
5915,Valea Daljii,45.5149034,22.8848074
5916,Ribita,46.1814853,22.7636314
5917,Crisan,46.1704184,22.7983895
5918,Dumbrava de Jos,46.2255172,22.8222416
5919,Dumbrava de Sus,46.2418373,22.8749067
5920,Ribicioara,46.2095463,22.7723558
5921,Uibaresti,46.2080323,22.7600622
5922,Romos,45.8404085,23.2764068
5923,Ciungu Mare,45.7653512,23.3257096
5924,Pischinti,45.8763485,23.3102443
5925,Romosel,45.8053468,23.3113601
5926,Vaidei,45.8678863,23.3000716
5927,Sarmizegetusa,45.5141328,22.7823527
5928,Breazova,45.5288984,22.7947614
5929,Hobita-Gradiste,45.4953384,22.7891582
5930,Paucinesti,45.5041413,22.7560772
5931,Zeicani,45.4993433,22.725714
5932,Salasu de Sus,45.424004,22.9569298
5933,Coroiesti,45.4814256,22.9990262
5934,Malaiesti,45.4866836,22.944937
5935,Nucsoara,45.4809182,22.9164685
5936,Ohaba de sub Piatra,45.5455988,22.9892113
5937,Paros,45.4973106,22.9709385
5938,Pestera (Salasu de Sus),45.4726668,22.9627951
5939,Rau Alb,45.5191509,23.0055402
5940,Rau Mic,45.4912459,23.0083108
5941,Salasu de Jos,45.5332686,22.9711854
5942,Zavoi,45.5181295,22.9796173
5943,Santamaria-Orlea,45.5747092,22.9486111
5944,Balomir,45.5816592,23.0008906
5945,Barastii Hategului,45.5718863,22.9443282
5946,Bucium-Orlea,45.6009397,23.0096865
5947,Ciopeia,45.5612329,22.9740897
5948,Sacel,45.5588063,22.9209653
5949,Sanpetru,45.5535171,22.9136569
5950,Subcetate,45.6050775,22.9989844
5951,Vadu,45.5851191,22.936138
5952,Soimus,45.9334681,22.8567944
5953,Balata,45.9156654,22.9352116
5954,Bejan,45.9411718,22.8499458
5955,Bejan-Tarnavita,45.9308576,22.8364861
5956,Boholt,45.9490547,22.9224326
5957,Cainelu de Jos,45.9509627,22.8391332
5958,Chiscadaga,45.9546968,22.8689848
5959,Fornadia,45.9699917,22.838006
5960,Paulis,45.9409311,22.8659511
5961,Sulighete,45.9767624,22.7998438
5962,Teliucu Inferior,45.674845,22.8515077
5963,Cincis-Cerna,45.6996673,22.8933013
5964,Izvoarele,45.6678847,22.8579473
5965,Teliucu Superior,45.7051589,22.8761328
5966,Tomesti,46.2132121,22.6600374
5967,Dobrot,46.248141,22.6796707
5968,Leaut,46.2340419,22.6899017
5969,Livada,46.2157691,22.6296543
5970,Obarsa,46.2547873,22.6689459
5971,Steia,46.1974792,22.6449813
5972,Tiulesti,46.2229341,22.6767781
5973,Valea Mare de Cris,46.2084775,22.6857397
5974,Toplita,45.686978,22.7878993
5975,Curpenii Silvasului,45.6541797,22.821096
5976,Dabaca,45.654463,22.7530325
5977,Dealu Mic,45.6847237,22.8134438
5978,Goles,45.6755101,22.7565193
5979,Hasdau,45.6562877,22.720565
5980,Mosoru,45.6532,22.8043999
5981,Valari,45.6833666,22.732393
5982,Totesti,45.5686862,22.8830085
5983,Carnesti,45.5489865,22.8644948
5984,Copaci,45.5922428,22.9024343
5985,Paclisa,45.5630744,22.8801602
5986,Reea,45.5786528,22.9093868
5987,Turdas,45.8504928,23.1299987
5988,Pricaz,45.8576845,23.1724965
5989,Rapas,45.8269974,23.0626727
5990,Spini,45.8337923,23.0880327
5991,Vata de Jos,46.1771873,22.5974847
5992,Basarabasa,46.1915976,22.5856179
5993,Birtin,46.1712269,22.6412181
5994,Brotuna,46.1956595,22.6023717
5995,Cazanesti,46.1454915,22.5110621
5996,Ciungani,46.1769126,22.501872
5997,Ocisor,46.2257331,22.5605425
5998,Ociu,46.2115953,22.56502
5999,Pravaleni,46.1944064,22.547864
6000,Prihodiste (Vata de Jos),46.1657266,22.6027314
6001,Tatarastii de Cris,46.1626524,22.6144873
6002,Tarnava de Cris,46.190834,22.6164995
6003,Vata de Sus,46.1705293,22.5690372
6004,Valisoara,46.0475931,22.8327528
6005,Dealu Mare,46.0415763,22.7837542
6006,Salistioara,46.0037496,22.8235129
6007,Stoieneasa,46.0010414,22.8393662
6008,Vetel,45.8762974,22.7477993
6009,Boia Barzii,45.8470366,22.6995508
6010,Bretelin,45.8829906,22.8156887
6011,Caoi,45.8654384,22.7980675
6012,Herepeia,45.8983142,22.8171705
6013,Lesnic,45.9103603,22.7374099
6014,Mintia,45.9179026,22.8474798
6015,Muncelu Mare,45.8265056,22.6842697
6016,Muncelu Mic,45.8476713,22.7323373
6017,Runcu Mic,45.8370944,22.7291641
6018,Vorta,46.0243891,22.6711452
6019,Certeju de Jos,46.01499,22.6471104
6020,Coaja,45.9917821,22.6562692
6021,Dumesti,46.0162402,22.7079009
6022,Luncsoara,46.0692268,22.7086637
6023,Valea Poienii,46.0703524,22.6371496
6024,Visca,46.0756723,22.6778146
6025,Zam,46.0008624,22.4435495
6026,Almas-Saliste,46.0605186,22.5200066
6027,Almasel,46.0945937,22.4370561
6028,Braseu,46.0776021,22.5827172
6029,Cerbia,46.0404717,22.4487986
6030,Deleni,46.0923091,22.5685361
6031,Godinesti,46.0263032,22.5414872
6032,Micanesti,46.066771,22.4776806
6033,Poganesti,46.0607223,22.4584295
6034,Pojoga,45.9925676,22.3988129
6035,Salciva,45.9948787,22.4149228
6036,Tamasesti,46.0129,22.4887
6037,Valea,46.0730181,22.5662919
6038,Campia Turzii,46.5586485,23.8706676
6039,Dej,47.1415878,23.8787342
6040,Ocna Dejului,47.1157082,23.8557696
6041,Pestera,47.1877052,23.7453497
6042,Pintic,47.0755852,23.7922524
6043,Somcutu Mic,47.1609113,23.7587126
6044,Gherla,47.0317645,23.909253
6045,Baita,47.0218385,23.8784559
6046,Hasdate (Gherla),47.0099367,23.8813722
6047,Silivas,46.9871528,23.8651475
6048,Huedin,46.8623427,23.0218215
6049,Bicalatu,45.881111,23.0525
6050,Aghiresu,46.8709707,23.239204
6051,Arghisu,46.936763,23.2397354
6052,Bagara,46.864258,23.3032696
6053,Dancu,46.9108316,23.2233302
6054,Doroltu,46.8559837,23.2941597
6055,Aghiresu-Fabrici,46.8660087,23.2742734
6056,Inucu,46.8465601,23.2457186
6057,Leghia,46.8471403,23.187769
6058,Macau,46.8312032,23.2904838
6059,Ticu,46.9076405,23.2442054
6060,Ticu-Colonie,46.9212843,23.2342915
6061,Aiton,46.6820869,23.7388896
6062,Rediu,46.6829404,23.6942328
6063,Alunis,47.0404387,23.7442563
6064,Corneni,47.0764831,23.7471317
6065,Ghirolt,47.0366914,23.781827
6066,Pruneni,47.0448639,23.7152707
6067,Vale,47.0812793,23.7164471
6068,Apahida,46.8024063,23.7499836
6069,Bodrog,46.729262,23.7597226
6070,Campenesti,46.8355473,23.7098212
6071,Corpadea,46.7970005,23.8332361
6072,Dezmir,46.7695434,23.7131124
6073,Pata,46.7278791,23.7456469
6074,Sannicoara,46.7881579,23.7215831
6075,Sub Coasta,46.7967961,23.7113692
6076,Aschileu,46.9855141,23.4923816
6077,Aschileu Mare,46.9855141,23.4923816
6078,Aschileu Mic,46.9848199,23.4363217
6079,Cristorel,46.9650139,23.4596785
6080,Dorna,47.0148616,23.4998705
6081,Fodora,46.9782849,23.5227437
6082,Baciu,46.7971832,23.5219677
6083,Corusu,46.8460049,23.5003807
6084,Mera,46.815521,23.4521424
6085,Popesti,46.8280385,23.5212481
6086,Radaia,46.8022438,23.4632671
6087,Salistea Noua,46.8725879,23.4899618
6088,Suceagu,46.7843115,23.4634357
6089,Baisoara,46.575556,23.4675
6090,Frasinet,46.6157046,23.3907412
6091,Moara de Padure,46.6039273,23.4231473
6092,Muntele Baisorii,46.5624551,23.3485652
6093,Muntele Bocului,46.5781545,23.3406291
6094,Muntele Cacovei,46.546751,23.3476923
6095,Muntele Filii,46.5860559,23.3924698
6096,Muntele Sacelului,46.6024808,23.384182
6097,Sacel,46.6017856,23.455102
6098,Belis,46.6823879,23.0346507
6099,Balcesti (Belis),46.6739964,23.0007088
6100,Dealu Botii,46.6723241,22.922147
6101,Giurcuta de Jos,46.6559,22.9884
6102,Giurcuta de Sus,46.643847,22.9162559
6103,Poiana Horea,46.5905646,22.9128978
6104,Smida,46.643597,22.8752413
6105,Bobalna,47.1439283,23.647865
6106,Antas,47.1116721,23.5794697
6107,Babdiu,47.127,23.6995001
6108,Blidaresti,47.1062816,23.5657943
6109,Cremenea,47.1447937,23.7205062
6110,Maia,47.1509244,23.7234115
6111,Osorhel,47.1294055,23.6037165
6112,Pruni,47.1624463,23.6087495
6113,Razbuneni,47.1479258,23.7017894
6114,Suaras,47.135438,23.7102659
6115,Valcelele,47.1064987,23.5951021
6116,Bontida,46.9148948,23.8155833
6117,Coasta,46.8868549,23.8932337
6118,Rascruci,46.9042955,23.7704217
6119,Tauseni,46.872322,23.9241276
6120,Borsa,46.933333,23.6500001
6121,Borsa-Catun,46.906492,23.7070554
6122,Borsa-Crestaia,46.933333,23.6500001
6123,Ciumafaia,46.9424945,23.6223294
6124,Giula,46.9284875,23.6130274
6125,Buza,46.9092506,24.1477964
6126,Rotunda,46.9093779,24.1974692
6127,Caianu,46.783333,23.9
6128,Barai,46.8451226,23.9079139
6129,Caianu Mic,46.7941876,23.9064033
6130,Caianu-Vama,46.8095994,23.8729018
6131,Vaida-Camaras,46.8230506,23.9410102
6132,Valeni (Caianu),46.7865018,23.90206
6133,Calarasi,46.4845372,23.8602001
6134,Bogata,46.5139623,23.8133721
6135,Calarasi-Gara,46.4854765,23.8876268
6136,Calatele,46.75,23.008333
6137,Calata,46.8026219,22.99643
6138,Dealu Negru,46.7133018,23.0629545
6139,Finciu,46.7538631,23.0384584
6140,Valeni (Calatele),46.7812726,23.0339654
6141,Camarasu,46.793056,24.129167
6142,Naoiu,46.7650381,24.095258
6143,Samboleni,46.8069006,24.1058728
6144,Capusu Mare,46.7913715,23.2885538
6145,Agarbiciu,46.7698398,23.2788231
6146,Balcesti (Capusu Mare),46.7723339,23.1912313
6147,Capusu Mic,46.7984859,23.2554055
6148,Dangau Mare,46.7571245,23.2011987
6149,Dangau Mic,46.7560231,23.1914359
6150,Dumbrava,46.8227934,23.2134879
6151,Paniceni,46.8083658,23.1853963
6152,Straja (Capusu Mare),46.8075223,23.2936446
6153,Caseiu,47.183333,23.85
6154,Comorata,47.2841653,23.8251241
6155,Coplean,47.1982123,23.8267423
6156,Custura,47.2466008,23.8445496
6157,Garbau Dejului,47.2375983,23.9058541
6158,Guga,47.2625369,23.8426145
6159,Leurda,47.2636626,23.9049093
6160,Rugasesti,47.2384998,23.872503
6161,Salatruc,47.2681321,23.8817394
6162,Urisor,47.1704995,23.8763435
6163,Catina,46.8444943,24.1615905
6164,Copru,46.8721626,24.2014912
6165,Feldioara,46.8840734,24.1511812
6166,Hagau,46.8254126,24.1694102
6167,Hodaie,46.8319838,24.1328695
6168,Valea Calda,46.8482877,24.1360244
6169,Catcau,47.25,23.766667
6170,Muncel,47.2578014,23.7671739
6171,Salisca,47.2192079,23.8222809
6172,Ceanu Mare,46.65,23.966667
6173,Andici,46.6519502,23.9248154
6174,Boian,46.6376394,23.9893368
6175,Boldut,46.620716,23.9504956
6176,Ciurgau,46.6590557,23.9331124
6177,Dosu Napului,46.6634533,23.9132531
6178,Fanate,46.6742321,23.968419
6179,Hodai-Boian,46.640728,24.0099319
6180,Iacobeni,46.6659907,24.0285177
6181,Mortesti,46.6395392,23.9058714
6182,Starcu,46.6485356,23.8940686
6183,Strucut,46.6837107,23.9372029
6184,Valea lui Cati,46.6459589,23.9417674
6185,Chinteni,46.85,23.538889
6186,Deusu,46.8969902,23.5250753
6187,Feiurdeni,46.8817421,23.6216078
6188,Macicasu,46.8895686,23.5665793
6189,Padureni (Chinteni),46.869403,23.5944627
6190,Satu Lung,46.9076609,23.5997387
6191,Salistea Veche,46.8927231,23.4635291
6192,Sanmartin (Chinteni),46.8992723,23.5661548
6193,Vechea,46.8962831,23.5135795
6194,Chiuiesti,47.2949705,23.8744094
6195,Dosu Bricii,47.2857,23.9066
6196,Huta,47.3290071,24.0014267
6197,Magoaja,47.3486746,23.8627223
6198,Strambu,47.3365674,23.9527045
6199,Valea Caseielului,47.3283836,23.9267685
6200,Valea lui Opris,47.3278179,23.8985661
6201,Ciucea,46.9706543,22.8356363
6202,Vanatori,46.9606823,22.8526608
6203,Ciurila,46.65,23.533333
6204,Filea de Jos,46.6199857,23.5062587
6205,Filea de Sus,46.6096381,23.4805648
6206,Padureni (Ciurila),46.6070696,23.5598088
6207,Prunis,46.6381545,23.5633761
6208,Salicea,46.6768199,23.5263237
6209,Saliste,46.6509954,23.5834529
6210,Sutu,46.6156652,23.5422637
6211,Cojocna,46.7490407,23.8296659
6212,Boj-Catun,46.6974471,23.8374746
6213,Boju,46.7098487,23.7811636
6214,Cara,46.7556859,23.7820526
6215,Huci,46.6868075,23.8928922
6216,Iuriu de Campie,46.6985076,23.9136845
6217,Moristi,46.7747,23.7962
6218,Straja (Cojocna),46.7019279,23.8743646
6219,Cornesti,47.0125046,23.6927588
6220,Barlea,46.9886317,23.7254745
6221,Igritia,47.0925262,23.6311535
6222,Lujerdiu,46.9684799,23.7236365
6223,Morau,46.9988245,23.6906728
6224,Stoiana,47.0175644,23.6872588
6225,Tiocu de Jos,47.0594484,23.6603706
6226,Tiocu de Sus,47.0775119,23.6483527
6227,Tioltiur,47.0131413,23.7191984
6228,Cuzdrioara,47.1681166,23.9163447
6229,Manasturel,47.1715681,23.9445034
6230,Valea Garboului,47.2062,23.9231
6231,Dabaca,46.966667,23.666667
6232,Luna de Jos,46.9378102,23.7493028
6233,Paglisa,47.0047236,23.6401733
6234,Feleacu,46.7139067,23.616848
6235,Casele Micesti,46.698593,23.5714176
6236,Gheorghieni,46.7123032,23.6884605
6237,Saradis,46.7002026,23.6620388
6238,Valcele,46.6909224,23.651921
6239,Fizesu Gherlii,47.0251748,23.988398
6240,Bont,46.9884601,23.9246995
6241,Lunca Bontului,46.9884601,23.9246995
6242,Nicula,47.0088982,23.9398881
6243,Sacalaia,46.9614844,23.9216732
6244,Floresti,46.7312657,23.4783294
6245,Luna de Sus,46.7441717,23.43052
6246,Tauti,46.7119114,23.505758
6247,Frata,46.7,24.05
6248,Berchiesu,46.7299856,24.0370222
6249,Oas,46.701484,24.0945412
6250,Olariu,46.6918374,24.0675131
6251,Padurea Iacobeni,46.6851501,24.0515965
6252,Poiana Fratii,46.6707126,24.070465
6253,Razoare,46.7489465,23.5268032
6254,Soporu de Campie,46.6958957,23.9946699
6255,Garbau,46.7,24.05
6256,Cornesti (Garbau),46.8888998,23.3270176
6257,Nadaselu,46.8273641,23.4151226
6258,Turea,46.8517436,23.3525136
6259,Vistea,46.8022433,23.4012085
6260,Geaca,46.85,24.083333
6261,Chiris,46.8832949,24.0380849
6262,Lacu,46.8837003,24.1068581
6263,Legii,46.8557772,24.0449111
6264,Puini,46.9095331,24.0096234
6265,Sucutard,46.8983834,24.0640633
6266,Gilau,46.7527602,23.3907723
6267,Somesu Cald,46.7312128,23.3308696
6268,Somesu Rece,46.7326799,23.3655185
6269,Iara,46.5532007,23.5177115
6270,Agris,46.5938979,23.5178774
6271,Borzesti,46.5398775,23.6110357
6272,Buru,46.5078015,23.6006212
6273,Cacova Ierii,46.5460898,23.4684112
6274,Fagetu Ierii,46.5399952,23.5228628
6275,Lungesti,46.4970219,23.5289841
6276,Masca,46.552158,23.4550817
6277,Magura Ierii,46.5436695,23.5834383
6278,Ocolisel,46.5146957,23.4871135
6279,Surduc,46.5406829,23.5489504
6280,Valea Agrisului,46.5704707,23.5568102
6281,Valea Vadului,46.55394,23.4248151
6282,Iclod,46.9890717,23.7995491
6283,Fundatura,46.9567715,23.7769799
6284,Iclozel,46.9707,23.8249
6285,Livada (Iclod),47.0018518,23.8407699
6286,Orman,47.0451827,23.8192699
6287,Izvoru Crisului,46.8382604,23.1051171
6288,Nadasu,46.8543951,23.1508022
6289,Nearsova,46.8388295,23.0664122
6290,Saula,46.8521432,23.0728781
6291,Jichisu de Jos,47.133333,23.8
6292,Codor,47.1252698,23.8182193
6293,Jichisu de Sus,47.1002826,23.7501651
6294,Sigau,47.1018542,23.7136235
6295,Tarpiu,47.1439293,23.7597175
6296,Jucu,46.855,23.793333
6297,Gadalin,46.8400289,23.8497119
6298,Juc-Herghelie,46.8604974,23.7625514
6299,Jucu de Mijloc,46.8454014,23.7670913
6300,Jucu de Sus,46.8603705,23.7952009
6301,Visea,46.8564241,23.8741863
6302,Luna,46.4899019,23.9280247
6303,Gligoresti,46.45082,23.9750951
6304,Luncani,46.468408,23.9503263
6305,Maguri-Racatau,46.5989745,23.0979661
6306,Maguri,46.6304973,23.1171136
6307,Muntele Rece,46.6595843,23.3023454
6308,Manastireni,46.7937101,23.0925037
6309,Ardeova,46.7959025,23.1031875
6310,Bedeciu,46.7945638,23.1304402
6311,Bica,46.7947328,23.0786974
6312,Dretea,46.8048496,23.0971282
6313,Manasturu Romanesc,46.7758,23.084
6314,Margau,46.743056,22.964167
6315,Bociu,46.7790717,22.9466452
6316,Buteni,46.7874751,22.9806223
6317,Ciuleni,46.7709602,22.9773293
6318,Rachitele,46.7152837,22.891139
6319,Scrind-Frasinet,46.7438934,22.8997959
6320,Marisel,46.6676666,23.1098752
6321,Tarnita,46.7196725,23.2777533
6322,Mica,47.1382189,23.9639594
6323,Dambu Mare,47.1525676,23.9501583
6324,Manastirea,47.1204131,23.9220338
6325,Nires,47.1142634,23.9847266
6326,Sanmarghita,47.1560887,23.9939532
6327,Valea Ciresoii,47.1507,24.0262
6328,Valea Luncii,47.1674387,24.0256947
6329,Mihai Viteazu,46.536411,23.7170546
6330,Cheia,46.542144,23.70833
6331,Cornesti (Mihai Viteazu),47.0125046,23.6927588
6332,Mintiu Gherlii,47.0539196,23.9429645
6333,Bunesti,47.0635037,23.9054679
6334,Nima,47.085231,23.8887581
6335,Padurenii (Mintiu Gherlii),47.0715976,23.9997852
6336,Petresti,47.0777508,23.9371546
6337,Salatiu,47.1005334,23.9273884
6338,Mociu,46.7952336,24.0316528
6339,Boteni,46.7655333,24.0240297
6340,Chesau,46.8176183,24.008826
6341,Criseni,46.7528433,24.0465141
6342,Falca,46.7873,24.0086
6343,Ghirisu Roman,46.804907,23.9765852
6344,Rosieni,46.8143693,24.0652029
6345,Turmasi,46.801,24.0077001
6346,Zorenii de Vale,46.7888838,24.0687998
6347,Moldovenesti,46.4980151,23.6774068
6348,Badeni,46.4900036,23.7371508
6349,Pietroasa,46.4639057,23.6371812
6350,Plaiesti,46.5007739,23.7112588
6351,Podeni,46.4275884,23.6391511
6352,Stejeris,46.4657881,23.7344904
6353,Negreni,46.9542924,22.7612251
6354,Bucea,46.9494151,22.689769
6355,Prelucele,46.9340921,22.7798826
6356,Panticeu,47.041637,23.5592266
6357,Catalina,47.0364787,23.5045822
6358,Cublesu Somesan,47.051603,23.6256152
6359,Darja,47.0163592,23.5897602
6360,Sarata,47.0552333,23.4951291
6361,Palatca,46.8435898,23.9871784
6362,Bagaciu,46.8854899,23.945803
6363,Muresenii de Campie,46.8908121,23.9869311
6364,Petea,46.8660224,24.0161672
6365,Sava,46.882134,23.9667325
6366,Petrestii de Jos,46.580833,23.655278
6367,Craesti,46.6134576,23.5889785
6368,Deleni,46.6058618,23.6383823
6369,Livada (Petrestii de Jos),46.5698877,23.59017
6370,Petrestii de Mijloc,46.5644103,23.6531647
6371,Petrestii de Sus,46.5480171,23.6437001
6372,Plaiuri,46.5881019,23.5696092
6373,Ploscos,46.6426911,23.8453736
6374,Crairat,46.6553266,23.8170206
6375,Lobodas,46.7712101,23.6236353
6376,Valea Florilor,46.6622978,23.8577958
6377,Poieni,46.9178945,22.8585717
6378,Bologa,46.8860027,22.8765768
6379,Cerbesti,46.9019325,22.8653668
6380,Hodisu,46.9090578,22.9141838
6381,Lunca Visagului,46.8266764,22.7641123
6382,Morlaca,46.8574988,22.9179243
6383,Tranisu,46.8572286,22.8358652
6384,Valea Draganului,46.8972048,22.8293747
6385,Recea-Cristur,47.080278,23.5227779
6386,Caprioara,47.1015529,23.5290814
6387,Ciubanca,47.1621581,23.5716049
6388,Ciubancuta,47.1432232,23.5520542
6389,Elciu,47.0830955,23.5666553
6390,Escu,47.1279099,23.5262318
6391,Jurca,47.1258974,23.5458707
6392,Osoi,47.1483244,23.5196701
6393,Pustuta,47.1238833,23.5640197
6394,Rasca,46.7335514,23.1115103
6395,Dealu Mare,46.7164971,23.1526439
6396,Lapustesti,46.7155088,23.1811406
6397,Marcesti,46.7437265,23.1534751
6398,Sacuieu,46.824167,22.887778
6399,Rogojel,46.7867083,22.8482887
6400,Visagu,46.8267672,22.8275205
6401,Sandulesti,46.593889,23.746944
6402,Copaceni,46.5962968,23.7402487
6403,Savadisla,46.6453867,23.4508153
6404,Finisel,46.6772181,23.4244737
6405,Hasdate (Savadisla),46.6439559,23.4279864
6406,Lita,46.6378763,23.464897
6407,Liteni,46.620365,23.4516367
6408,Stolna,46.7097798,23.3977319
6409,Valisoara,46.6661137,23.4933977
6410,Vlaha,46.6969002,23.4543394
6411,Sancraiu,46.8304,22.9893
6412,Alunisu,46.8317796,22.9430228
6413,Braisoru,46.8569928,22.9565996
6414,Domosu,46.8307447,23.023298
6415,Horlacea,46.8186069,23.038397
6416,Sanmartin,47.0089,24.0786
6417,Ceaba,47.0500092,24.0967929
6418,Cutca,47.0335604,24.0795404
6419,Diviciorii Mari,46.9875149,24.0723592
6420,Diviciorii Mici,46.9730984,24.099496
6421,Mahal,46.9745795,24.0437659
6422,Samboieni,47.0290322,24.0579427
6423,Targusor,46.9968906,24.0447071
6424,Sanpaul,46.8708,23.4193001
6425,Berindu,46.9340767,23.4367354
6426,Mihaiesti,46.9017148,23.4145566
6427,Sumurducu,46.8715289,23.4475662
6428,Sardu,46.8607467,23.3908569
6429,Topa Mica,46.9365869,23.3865465
6430,Sic,46.925262,23.9024428
6431,Suatu,46.7792,23.9642
6432,Aruncuta,46.7333058,23.9644775
6433,Damburile,46.7613766,23.9417986
6434,Tritenii de Jos,46.5861,23.9965
6435,Clapa,46.5731085,24.0283292
6436,Colonia,46.596675,23.9696703
6437,Padurenii (Tritenii de Jos),46.5934825,24.0242418
6438,Tritenii de Sus,46.6057921,23.9975928
6439,Tritenii-Hotar,46.5676133,23.9942326
6440,Tureni,46.6231,23.7034
6441,Ceanu Mic,46.6435528,23.7108826
6442,Comsesti,46.6329526,23.666088
6443,Martinesti,46.6593577,23.6853398
6444,Micesti,46.6466493,23.6150792
6445,Taga,46.9457,24.0594
6446,Nasal,46.9415436,24.1097386
6447,Santejude,46.9251238,23.9885991
6448,Santejude-Vale,46.9637611,23.963634
6449,Santioana,46.9634428,24.0143104
6450,Unguras,47.1081,24.0571
6451,Batin,47.0747886,24.0608
6452,Darot,47.116667,24.05
6453,Sicfa,47.0913869,24.1201158
6454,Valea Ungurasului,47.0747615,24.1129768
6455,Vad,47.2145847,23.7110154
6456,Bogata de Jos,47.2048381,23.705431
6457,Bogata de Sus,47.1937485,23.6661795
6458,Calna,47.176816,23.6448092
6459,Cetan,47.1914551,23.8017223
6460,Curtuiusu Dejului,47.2159499,23.6797056
6461,Valea Grosilor,47.2397963,23.7432576
6462,Valea Ierii,46.5308359,23.2266329
6463,Cerc,46.6237902,23.2793053
6464,Plopi,46.6560669,23.3482814
6465,Viisoara,46.5697358,23.93581
6466,Urca,46.5492507,23.9620547
6467,Vultureni,46.9609708,23.5522283
6468,Babutiu,46.9403141,23.5277487
6469,Badesti,46.969447,23.6370356
6470,Chidea,46.9785294,23.5983374
6471,Faureni,46.9268102,23.5412101
6472,Soimeni,46.9584792,23.5312227
6473,Alesd,47.0590191,22.3980649
6474,Padurea Neagra,47.1601273,22.4261314
6475,Pestis,47.0721691,22.4118564
6476,Tinaud,47.0523943,22.4349287
6477,Beius,46.6674534,22.3575717
6478,Delani,46.6930005,22.3381764
6479,Marghita,47.3479194,22.3397566
6480,Chet,47.420547,22.3369066
6481,Ghenetea,47.3877923,22.3962175
6482,Nucet,46.4867294,22.5581563
6483,Baita,46.4823326,22.5823885
6484,Baita-Plai,46.4837969,22.6240278
6485,Salonta,46.8052877,21.6489828
6486,Stei,46.5342537,22.4630059
6487,Valea lui Mihai,47.5226462,22.1264628
6488,Vascau,46.4751481,22.4736023
6489,Camp,46.4690893,22.4417203
6490,Camp-Moti,46.460894,22.410977
6491,Colesti,46.4789471,22.4306879
6492,Varzarii de Jos,46.4922362,22.5040958
6493,Varzarii de Sus,46.4734564,22.5154094
6494,Abram,47.3255107,22.4113892
6495,Cohani,47.3206731,22.4005268
6496,Dijir,47.3478337,22.4622561
6497,Iteu,47.3520645,22.4166974
6498,Iteu Nou,47.3405306,22.3914665
6499,Margine,47.2937101,22.4223021
6500,Satu Barba,47.299015,22.4433533
6501,Suiug,47.3214088,22.4344616
6502,Abramut,47.3229144,22.2546058
6503,Crestur,47.3495532,22.2373695
6504,Fancica,47.3241265,22.2360567
6505,Petreu,47.3358045,22.2984498
6506,Astileu,47.0229573,22.3993913
6507,Calatea,46.9912879,22.4043199
6508,Chistag,47.0411877,22.3541687
6509,Pestere,47.0276695,22.3702317
6510,Auseu,47.0344603,22.4955413
6511,Cacuciu Vechi,47.0221735,22.4931326
6512,Codrisoru,47.0952276,22.5450888
6513,Gheghie,47.0187979,22.5156544
6514,Grosi,47.0458179,22.4776888
6515,Luncsoara,47.0454136,22.544616
6516,Avram Iancu,46.55,21.85
6517,Ant,46.6651197,21.4676911
6518,Tamasda,46.6433194,21.5528193
6519,Balc,47.3209696,22.533213
6520,Almasu Mare,47.3281887,22.5293997
6521,Almasu Mic (Balc),47.3199847,22.5068623
6522,Ghida,47.3120937,22.445371
6523,Saldabagiu de Barcau,47.3021825,22.4685275
6524,Batar,46.7100246,21.7713319
6525,Arpasel,46.7420255,21.718725
6526,Talpos,46.6905792,21.8053425
6527,Taut,46.7190591,21.8339131
6528,Biharia,47.1519576,21.9151834
6529,Cauaceu,47.1661689,21.9431055
6530,Niuved,47.2323381,21.8938728
6531,Parhida,47.2341412,21.8720808
6532,Satu Nou,47.1954651,21.9198146
6533,Tamaseu,47.2024698,21.9056187
6534,Boianu Mare,47.3818739,22.5249354
6535,Corboaia,47.3612078,22.5283851
6536,Huta,47.366689,22.5703294
6537,Pagaia,47.4092257,22.4984999
6538,Rugea,47.3547295,22.4974437
6539,Borod,47.0210782,22.6433803
6540,Borozel,47.0052021,22.56281
6541,Cetea,47.0219132,22.5762484
6542,Cornitel,46.9868014,22.6391179
6543,Serani,47.0220471,22.672519
6544,Valea Mare de Cris,46.9829706,22.5744962
6545,Bors,47.1111284,21.8127999
